timestamp,open,high,low,close,volume
2017-03-01,1198.65,1231.0,1188.3,1221.7,6510.47134825
2017-03-02,1221.7,1283.25,1215.0,1263.53,6492.04231596
2017-03-03,1264.97,1298.0,1239.38,1270.46,8627.4181493
2017-03-04,1270.46,1289.55,1230.0,1257.18,5105.38279468
2017-03-05,1260.33,1275.0,1240.0,1268.84,3216.27653503
2017-03-06,1270.09,1285.0,1251.0,1276.91,3992.33951957
2017-03-07,1276.91,1281.62,1175.97,1250.87,13599.03471105
2017-03-08,1250.86,1254.9,1160.0,1186.13,11225.54505228
2017-03-09,1185.5,1208.0,1135.01,1199.76,10382.07594804
2017-03-10,1199.97,1350.0,1170.0,1247.93,14336.96719505
2017-03-11,1248.0,1293.0,975.0,1172.96,26390.21082867
2017-03-12,1173.16,1241.85,1159.57,1230.4,5842.13890678
2017-03-13,1231.29,1249.02,1214.35,1240.42,6132.28016628
2017-03-14,1239.5,1260.0,1226.5,1249.88,5718.41100282
2017-03-15,1249.89,1260.0,1238.32,1249.81,3608.09735687
2017-03-16,1250.19,1259.99,1177.0,1187.2,10470.96603974
2017-03-17,1188.62,1195.0,1077.38,1123.46,18507.36306273
2017-03-18,1126.18,1126.18,948.73,979.9,22471.62541909
2017-03-19,979.9,1063.7,944.36,1053.0,13416.94013547
2017-03-20,1053.0,1056.0,1006.56,1034.94,8031.76365401
2017-03-21,1034.93,1117.9,1025.0,1110.57,10441.7893501
2017-03-22,1110.7,1117.64,988.0,1012.07,14158.14267406
2017-03-23,1011.4,1054.4,1001.0,1039.24,6883.62156443
2017-03-24,1039.24,1042.48,960.1,975.85,11473.36229906
2017-03-25,975.85,975.85,891.33,942.01,17770.91905945
2017-03-26,941.51,997.0,932.84,977.88,8616.63198499
2017-03-27,977.88,1032.0,937.52,1013.01,9523.77851084
2017-03-28,1012.44,1068.26,1008.62,1025.59,8949.07795703
2017-03-29,1025.59,1059.43,1008.16,1035.89,10044.74543092
2017-03-30,1035.89,1050.17,1017.14,1028.02,8382.21475132
2017-03-31,1027.69,1081.0,1024.0,1069.99,10737.08107779
2017-04-01,1068.4,1097.0,1060.0,1072.73,6457.74652433
2017-04-02,1070.41,1099.32,1061.64,1095.01,6911.9894387
2017-04-03,1095.05,1146.52,1076.0,1146.21,10463.5342525
2017-04-04,1146.21,1162.93,1118.85,1140.0,8672.81370182
2017-04-05,1140.0,1145.0,1111.0,1131.2,5804.84566889
2017-04-06,1131.2,1188.29,1122.31,1184.78,7818.32868107
2017-04-07,1182.88,1202.0,1176.0,1195.01,6406.84152352
2017-04-08,1195.52,1198.13,1166.66,1178.89,3386.53982859
2017-04-09,1178.01,1216.87,1173.98,1211.96,4823.78866493
2017-04-10,1211.37,1219.71,1199.97,1207.57,3225.23881363
2017-04-11,1207.07,1229.0,1195.0,1217.54,3988.07949532
2017-04-12,1217.54,1227.0,1208.0,1217.1,3026.49458832
2017-04-13,1216.91,1219.45,1141.0,1169.99,7352.32134307
2017-04-14,1169.99,1193.0,1142.0,1167.35,9256.56662064
2017-04-15,1166.28,1192.5,1160.61,1181.61,1618.99124983
2017-04-16,1181.61,1183.85,1150.0,1172.0,2783.05332905
2017-04-17,1171.99,1192.5,1161.0,1185.65,3393.86178964
2017-04-18,1185.85,1210.0,1174.88,1202.04,5464.95151687
2017-04-19,1202.01,1209.99,1190.0,1205.5,4670.98483803
2017-04-20,1205.5,1243.88,1190.0,1227.33,7380.63308144
2017-04-21,1227.33,1252.32,1227.33,1238.85,4887.76096895
2017-04-22,1238.85,1247.15,1199.0,1240.78,4091.38423554
2017-04-23,1240.78,1248.99,1223.42,1239.5,3037.14319619
2017-04-24,1239.5,1252.8,1234.0,1252.31,3014.32892674
2017-04-25,1252.62,1280.0,1250.12,1276.23,4944.81746318
2017-04-26,1276.23,1330.0,1265.0,1300.82,7991.86511854
2017-04-27,1300.82,1338.0,1281.0,1327.28,6546.3659058
2017-04-28,1326.5,1347.02,1299.0,1314.05,8508.14111994
2017-04-29,1314.09,1342.8,1302.8,1336.03,4495.69394185
2017-04-30,1336.03,1342.0,1315.68,1334.83,2834.61475334
2017-05-01,1334.83,1425.0,1330.0,1407.9,8270.52411799
2017-05-02,1409.98,1481.73,1388.0,1433.07,9571.4850975
2017-05-03,1433.08,1498.88,1418.21,1491.54,9569.16721455
2017-05-04,1491.58,1623.01,1480.02,1539.64,16976.4346989
2017-05-05,1539.65,1609.0,1444.94,1517.84,18852.2900897
2017-05-06,1518.37,1578.97,1495.0,1558.04,9157.84121685
2017-05-07,1558.0,1570.0,1525.0,1530.57,6555.2850216
2017-05-08,1530.59,1610.0,1525.1,1604.39,17033.93585771
2017-05-09,1604.01,1760.4,1592.0,1744.35,17644.68032473
2017-05-10,1744.35,1794.21,1661.07,1771.12,12548.15937411
2017-05-11,1768.01,1892.0,1745.0,1836.09,13691.13991809
2017-05-12,1836.11,1840.07,1650.0,1680.0,16404.58989644
2017-05-13,1679.99,1747.0,1601.46,1720.91,12732.82523066
2017-05-14,1720.91,1815.0,1720.91,1757.0,5475.45350626
2017-05-15,1757.56,1792.0,1682.56,1691.9,12152.231097760001
2017-05-16,1691.9,1750.0,1641.22,1730.67,16230.45700394
2017-05-17,1736.0,1840.42,1670.01,1795.0,17197.56763257
2017-05-18,1799.96,1870.0,1765.26,1858.91,13215.85401406
2017-05-19,1860.4,1954.99,1860.04,1925.0,13380.79191401
2017-05-20,1924.99,1989.0,1914.0,1974.98,12411.59616094
2017-05-21,1974.98,2063.11,1961.52,2008.69,7958.38141999
2017-05-22,2008.7,2230.34,2008.69,2138.01,13390.41101255
2017-05-23,2138.73,2268.12,2001.0,2239.99,15850.76009724
2017-05-24,2239.99,2470.0,2210.01,2470.0,19381.29014345
2017-05-25,2470.0,2760.1,2263.72,2369.87,32598.2234811
2017-05-26,2366.27,2599.12,2060.0,2287.92,28228.45802544
2017-05-27,2272.91,2350.0,1850.0,2133.0,29420.97644782
2017-05-28,2133.0,2313.96,2001.0,2155.44,15622.23567383
2017-05-29,2155.38,2330.0,2081.0,2317.65,11632.18157088
2017-05-30,2317.65,2350.0,2214.95,2251.0,13373.58086713
2017-05-31,2251.0,2334.0,2154.28,2304.63,17025.90569476
2017-06-01,2304.62,2456.39,2269.36,2390.0,18183.67142666
2017-06-02,2390.0,2449.55,2360.0,2418.78,12471.31619116
2017-06-03,2421.99,2584.34,2418.81,2571.87,10496.209799709999
2017-06-04,2571.85,2576.18,2477.99,2484.64,9934.0536687
2017-06-05,2483.87,2650.0,2460.0,2634.99,10628.28660369
2017-06-06,2633.88,2933.0,2633.42,2860.57,27461.36953418
2017-06-07,2860.58,2893.28,2754.67,2778.01,13414.57505577
2017-06-08,2778.0,2810.0,2612.5,2758.0,16912.62791501
2017-06-09,2758.0,2868.23,2738.03,2844.0,8808.85067923
2017-06-10,2837.01,2912.98,2790.0,2879.0,8585.94822221
2017-06-11,2881.01,2960.24,2800.0,2940.48,8380.18632611
2017-06-12,2940.88,2980.0,2480.03,2550.01,28118.36272657
2017-06-13,2559.91,2783.62,2559.91,2709.77,18284.97202701
2017-06-14,2706.73,2801.0,2490.01,2540.73,23611.17487158
2017-06-15,2542.45,2552.06,2120.0,2326.49,40196.59313172
2017-06-16,2325.52,2525.0,2289.62,2518.53,16550.33590021
2017-06-17,2518.52,2668.44,2412.1,2651.91,11806.6789065
2017-06-18,2653.28,2674.4,2466.0,2494.28,9061.11148853
2017-06-19,2494.28,2596.0,2460.62,2557.52,10990.83856742
2017-06-20,2555.03,2783.0,2553.02,2768.0,14469.75743188
2017-06-21,2768.0,2789.0,2632.81,2681.7,14312.20393166
2017-06-22,2681.67,2740.0,2594.61,2716.6,13693.16025465
2017-06-23,2705.68,2745.0,2675.71,2725.0,7576.48514748
2017-06-24,2725.39,2733.8,2525.0,2528.21,12722.08377766
2017-06-25,2531.21,2635.72,2483.41,2496.64,10057.51169941
2017-06-26,2496.64,2550.03,2317.2,2345.05,21135.68870584
2017-06-27,2350.21,2465.0,2291.0,2412.99,19748.79041231
2017-06-28,2412.0,2570.0,2410.01,2559.33,13171.6859201
2017-06-29,2557.56,2594.78,2500.31,2573.99,8767.02526311
2017-06-30,2569.03,2573.78,2503.01,2519.89,8233.43185585
2017-07-01,2517.0,2525.83,2404.89,2439.99,8710.55612459
2017-07-02,2432.42,2491.99,2374.34,2489.98,9197.125487
2017-07-03,2487.01,2595.0,2472.68,2553.98,11893.12273422
2017-07-04,2553.57,2639.47,2539.86,2564.55,10090.79949184
2017-07-05,2558.45,2621.0,2530.1,2618.15,10323.03269725
2017-07-06,2618.15,2623.0,2522.0,2603.78,9012.83544544
2017-07-07,2600.43,2612.0,2486.01,2528.95,8513.62017278
2017-07-08,2528.0,2549.8,2462.0,2545.49,6271.98041697
2017-07-09,2544.5,2564.65,2515.0,2538.6,3955.34711289
2017-07-10,2533.24,2540.16,2365.11,2407.0,13130.03001434
2017-07-11,2408.01,2410.22,2242.62,2315.65,20794.90361599
2017-07-12,2315.0,2408.84,2239.54,2385.22,13522.78907494
2017-07-13,2392.84,2425.16,2312.93,2347.23,9287.72231237
2017-07-14,2347.32,2357.84,2179.62,2199.9,10631.10026815
2017-07-15,2199.9,2226.0,1978.0,2078.0,20063.79452164
2017-07-16,2076.22,2084.42,1830.0,1866.02,24884.83957704
2017-07-17,1869.98,2152.0,1850.93,2123.24,23071.27119045
2017-07-18,2123.23,2374.78,2123.23,2359.95,27815.39167477
2017-07-19,2359.97,2402.5,2227.0,2234.99,18109.14701043
2017-07-20,2227.0,2680.0,2223.0,2648.87,25588.4050377
2017-07-21,2648.87,2938.0,2614.0,2629.0,26899.91953221
2017-07-22,2629.0,2882.0,2611.39,2810.86,13581.60844529
2017-07-23,2812.0,2855.0,2640.0,2761.85,11367.60774004
2017-07-24,2769.97,2800.0,2701.0,2772.73,10044.64532439
2017-07-25,2772.68,2775.79,2450.0,2489.99,18736.13525321
2017-07-26,2490.0,2608.96,2400.0,2471.42,19569.16762569
2017-07-27,2472.19,2600.0,2443.7,2565.11,10762.66963596
2017-07-28,2565.11,2825.0,2542.46,2751.9,14929.98204131
2017-07-29,2751.73,2800.0,2657.39,2736.58,9782.3663931
2017-07-30,2736.58,2774.45,2569.69,2718.07,11877.30170416
2017-07-31,2718.15,2848.77,2680.01,2837.44,9626.39063224
2017-08-01,2837.44,2929.17,2615.0,2775.38,13447.71098146
2017-08-02,2775.38,2779.07,2670.0,2707.87,9006.62625648
2017-08-03,2705.64,2797.51,2650.0,2789.99,7991.44913318
2017-08-04,2789.99,2877.52,2765.91,2826.57,8196.22384574
2017-08-05,2826.36,3339.66,2825.0,3256.0,16141.05194098
2017-08-06,3256.0,3296.51,3146.1,3261.49,7374.72295669
2017-08-07,3261.49,3430.0,3186.0,3356.0,11244.86239963
2017-08-08,3356.0,3490.0,3300.0,3431.98,15924.37075065
2017-08-09,3432.0,3463.31,3178.72,3331.01,13065.65202526
2017-08-10,3331.0,3448.0,3293.01,3410.0,10377.50277342
2017-08-11,3410.0,3550.0,3385.0,3539.0,10834.46358432
2017-08-12,3538.93,3934.0,3528.73,3872.0,12487.87105226
2017-08-13,3874.24,4190.0,3725.37,3961.43,17105.37040808
2017-08-14,3957.04,4328.0,3954.0,4212.99,12955.13842631
2017-08-15,4212.99,4400.0,3800.0,4044.57,25453.73466987
2017-08-16,4044.35,4364.0,3926.06,4299.0,13370.43074149
2017-08-17,4299.0,4480.0,4167.21,4306.4,14643.69153279
2017-08-18,4306.4,4368.0,3990.32,4119.67,16025.10945639
2017-08-19,4115.92,4188.0,3900.0,4054.4,17105.82335302
2017-08-20,4053.57,4130.0,4000.0,4088.4,6639.64986291
2017-08-21,4090.94,4111.96,3949.78,4014.21,8749.41309597
2017-08-22,4003.0,4139.31,3600.0,4089.61,23501.94921682
2017-08-23,4089.61,4248.97,4011.09,4100.0,14114.41875195
2017-08-24,4100.0,4246.41,4062.26,4227.62,10969.32900797
2017-08-25,4225.0,4449.98,4199.53,4324.84,10716.44672284
2017-08-26,4320.03,4372.2,4232.43,4323.69,7341.49826493
2017-08-27,4324.0,4393.3,4290.32,4354.9,4338.00151324
2017-08-28,4355.06,4365.96,4169.01,4341.84,7750.86969054
2017-08-29,4342.53,4649.78,4328.66,4584.86,11627.942903520001
2017-08-30,4583.83,4642.22,4479.0,4550.0,9508.08298531
2017-08-31,4549.99,4765.21,4532.58,4719.85,8635.51019228
2017-09-01,4724.3,4872.96,4671.09,4870.0,14147.088336
2017-09-02,4870.0,4979.9,4488.5,4605.89,17362.21449344
2017-09-03,4606.0,4700.0,4385.0,4550.0,11419.85595478
2017-09-04,4550.0,4624.72,4058.5,4250.97,23636.04213539
2017-09-05,4260.49,4449.45,4001.93,4412.81,21534.61105426
2017-09-06,4413.93,4649.23,4356.42,4608.52,17655.09235493
2017-09-07,4605.89,4674.34,4475.0,4602.71,9476.33809109
2017-09-08,4602.81,4679.97,4195.0,4197.2,20116.68508203
2017-09-09,4196.1,4379.78,4125.99,4276.3,13761.09042631
2017-09-10,4276.38,4334.38,4010.0,4293.55,14806.94078566
2017-09-11,4293.55,4353.49,4092.4,4197.67,11448.5045962
2017-09-12,4197.69,4377.65,4080.0,4164.85,12576.287097
2017-09-13,4164.88,4204.99,3720.01,3850.0,28377.30347607
2017-09-14,3847.99,3949.99,3251.29,3359.0,36144.70636895
2017-09-15,3358.93,3772.52,2972.01,3682.02,62813.47658772
2017-09-16,3682.02,3872.9,3500.0,3692.97,27103.03170042
2017-09-17,3697.26,3772.52,3463.0,3704.76,11966.39229893
2017-09-18,3711.95,4100.0,3646.39,4016.21,16486.16352254
2017-09-19,4020.88,4122.7,3848.35,3897.97,15269.79785869
2017-09-20,3889.45,4050.0,3820.56,3948.46,11873.31353467
2017-09-21,3948.0,3973.0,3612.0,3631.81,16171.16735287
2017-09-22,3639.55,3761.84,3514.0,3595.93,16579.64541749
2017-09-23,3597.6,3810.25,3552.0,3770.0,10707.24647846
2017-09-24,3766.16,3783.25,3615.0,3694.97,7318.02939599
2017-09-25,3691.28,3968.59,3650.02,3926.0,13810.03879793
2017-09-26,3926.0,3970.0,3850.61,3908.26,10938.65118967
2017-09-27,3911.97,4190.0,3870.0,4183.39,13277.32840874
2017-09-28,4182.04,4270.01,4123.5,4152.0,11067.82296898
2017-09-29,4149.28,4227.62,4022.02,4162.95,12291.22100126
2017-09-30,4162.93,4347.2,4132.01,4318.07,7616.67984615
2017-10-01,4318.07,4349.0,4216.0,4289.17,6864.8580018
2017-10-02,4289.1,4453.0,4282.09,4407.0,8195.87111233
2017-10-03,4407.09,4425.0,4218.0,4272.02,12914.65139023
2017-10-04,4272.02,4343.0,4170.07,4206.26,8504.29010907
2017-10-05,4209.74,4356.05,4137.96,4355.35,8004.91592824
2017-10-06,4355.3,4425.0,4278.4,4338.01,9072.31781623
2017-10-07,4338.0,4383.95,4312.82,4338.92,3278.08523623
2017-10-08,4338.92,4585.0,4327.41,4583.97,10221.64329231
2017-10-09,4584.0,4865.0,4541.0,4780.0,12293.55045043
2017-10-10,4777.0,4909.97,4739.9,4861.47,11510.00734765
2017-10-11,4869.09,4885.54,4700.0,4831.09,11292.51940678
2017-10-12,4836.68,5388.0,4789.04,5289.74,18903.88203999
2017-10-13,5289.7,5846.43,5265.08,5502.0,27588.85414102
2017-10-14,5501.77,5767.14,5497.4,5694.2,9332.17278643
2017-10-15,5694.2,5830.0,5415.0,5492.8,10965.03318137
2017-10-16,5496.04,5747.97,5455.65,5720.28,8961.631222170001
2017-10-17,5720.81,5807.11,5506.78,5628.32,10159.91155134
2017-10-18,5625.63,5639.9,5101.36,5390.69,17460.15853204
2017-10-19,5390.59,5735.0,5387.88,5627.36,11124.68666196
2017-10-20,5627.36,6065.0,5589.8,6045.0,14098.74825221
2017-10-21,6045.0,6180.0,5871.0,6027.05,16330.14737372
2017-10-22,6027.08,6120.0,5700.0,5872.0,12230.9516256
2017-10-23,5871.92,6045.34,5617.75,5930.87,13503.58055234
2017-10-24,5930.97,6000.0,5534.32,5685.0,16764.07736975
2017-10-25,5680.0,5685.0,5366.0,5655.0,14210.75719974
2017-10-26,5644.04,5988.0,5630.0,5892.8,11884.02011573
2017-10-27,5892.86,5994.06,5674.06,5741.45,12447.11737652
2017-10-28,5741.34,5875.66,5646.18,5781.82,6835.92713947
2017-10-29,5781.98,6145.42,5683.0,6145.39,11199.49305433
2017-10-30,6145.42,6316.85,6024.03,6079.9,14045.18131078
2017-10-31,6078.56,6420.0,6072.81,6343.37,12752.03506503
2017-11-01,6343.37,6622.81,6340.01,6595.94,11343.09594873
2017-11-02,6594.99,7354.1,6524.45,6974.49,27231.64121846
2017-11-03,6975.0,7500.0,6925.22,7294.0,15929.54790942
2017-11-04,7295.12,7458.0,6994.0,7458.0,9614.2777712
2017-11-05,7451.47,7590.0,7275.16,7528.0,8253.42658145
2017-11-06,7528.0,7570.56,6961.5,7001.17,17345.18841977
2017-11-07,7000.01,7244.69,6922.07,7108.89,14803.22914217
2017-11-08,7113.84,7888.0,6993.0,7342.0,20814.1235604
2017-11-09,7342.0,7495.6,7061.2,7208.6,18405.5943797
2017-11-10,7208.71,7343.18,6490.6,6490.6,21430.43295942
2017-11-11,6490.61,6820.0,6223.0,6253.03,19344.27473224
2017-11-12,6253.0,6503.0,5555.55,6176.06,32800.8318495
2017-11-13,6197.58,6775.75,5645.0,6390.01,30081.0453403
2017-11-14,6391.01,6750.0,6310.0,6530.0,14311.28128046
2017-11-15,6532.0,7275.16,6525.65,7142.5,16399.58447602
2017-11-16,7160.0,7826.0,7117.46,7820.0,16767.46165668
2017-11-17,7815.8,7997.0,7528.5,7835.0,19943.27449344
2017-11-18,7839.37,7860.0,7431.54,7756.0,9322.37450254
2017-11-19,7756.0,8036.3,7675.0,7970.0,7745.23433871
2017-11-20,7971.98,8268.2,7884.85,8190.79,8456.69951607
2017-11-21,8191.55,8354.46,7770.0,8249.0,11681.99010884
2017-11-22,8249.01,8310.89,7935.0,8145.11,9804.24907785
2017-11-23,8145.11,8284.0,8058.69,8129.0,7835.58961338
2017-11-24,8128.99,8340.0,7876.0,8243.26,10040.05163406
2017-11-25,8240.1,8689.0,8114.78,8610.11,11516.74333574
2017-11-26,8610.11,9366.6,8538.2,9350.45,9352.55486224
2017-11-27,9353.22,9721.7,8971.11,9499.96,15408.36742564
2017-11-28,9499.95,9968.0,9462.0,9949.37,10262.98251199
2017-11-29,9952.94,11395.0,9848.0,10310.68,26405.5247923
2017-11-30,10310.68,10618.29,9000.0,9639.17,30850.00480692
2017-12-01,9639.17,10744.0,9370.11,10482.2,17800.00944656
2017-12-02,10500.0,11200.0,10482.27,10900.01,11230.30759629
2017-12-03,10900.01,11800.01,10770.32,11725.0,7909.73321374
2017-12-04,11725.0,11799.99,10513.16,11189.39,18402.96409516
2017-12-05,11178.11,11850.0,11100.0,11690.0,12685.80847032
2017-12-06,11690.0,12828.06,11623.99,12828.06,15949.31078915
2017-12-07,12828.06,15995.0,12828.06,15715.2,26602.83459342
2017-12-08,15715.17,16666.66,13482.42,15029.98,27527.15459038
2017-12-09,15030.0,15998.5,12701.05,14074.4,16461.88636458
2017-12-10,14100.0,15192.32,13011.0,14930.55,16571.24686567
2017-12-11,14930.55,16570.0,14029.86,16438.0,16790.34999413
2017-12-12,16440.11,17428.42,15967.29,17254.45,15223.62753458
2017-12-13,17257.6,17350.0,15497.69,15999.5,17107.97166733
2017-12-14,15999.5,16830.45,15852.69,16351.39,13879.99101213
2017-12-15,16351.39,17934.0,16072.73,17749.0,19165.04428454
2017-12-16,17749.0,18866.66,17111.0,18727.47,9164.83572612
2017-12-17,18730.0,19666.0,18660.0,18681.19,9482.24054846
2017-12-18,18681.19,19310.67,17835.2,18547.81,15436.44227495
2017-12-19,18534.73,19160.79,17500.0,18179.96,16296.77437949
2017-12-20,18179.98,18222.32,15800.0,16870.93,32949.86464572
2017-12-21,16873.96,17281.17,15005.0,15289.97,22065.3534291
2017-12-22,15290.0,15855.0,11159.93,13435.0,52616.53601503
2017-12-23,13435.01,15756.22,12880.74,14965.04,27182.52561338
2017-12-24,14994.0,15599.64,12488.0,12970.0,19273.25993718
2017-12-25,12967.92,14650.0,12622.0,14056.13,12753.46193233
2017-12-26,14117.15,16147.87,13555.01,15698.48,13964.55712992
2017-12-27,15698.5,16480.52,14484.0,15029.99,15639.08368327
2017-12-28,15010.01,15483.22,13500.0,13553.32,16927.5206185
2017-12-29,13553.32,15111.0,13553.32,14498.0,13427.26259478
2017-12-30,14511.7,14659.37,12050.0,12847.32,21959.76129352
2017-12-31,12847.27,14187.57,12491.21,13808.19,12670.71352006
2018-01-01,13840.53,14296.06,12801.38,13189.36,7434.85318035
2018-01-02,13189.08,14780.26,12910.58,14596.11,13013.6729312
2018-01-03,14596.68,15500.0,14546.28,14834.3,14242.67888714
2018-01-04,14822.12,15430.27,14192.37,14780.4,14155.24850951
2018-01-05,14781.45,16532.99,14773.67,16367.42,15989.73059737
2018-01-06,16367.42,17200.0,16194.98,16772.83,11893.84693957
2018-01-07,16759.01,17234.99,15707.16,16093.08,8714.48606683
2018-01-08,16097.51,16521.66,13900.0,14908.69,15877.87300469
2018-01-09,14949.9,15367.18,14123.97,14747.78,13276.21947319
2018-01-10,14747.78,14851.3,13412.0,14525.4,19054.93631743
2018-01-11,14530.56,14973.07,12800.0,13702.83,18445.7358044
2018-01-12,13729.94,14152.19,12807.27,13520.0,14852.87145172
2018-01-13,13520.0,14619.1,13489.77,14254.98,8608.61667745
2018-01-14,14254.98,14365.81,13072.22,13563.11,7603.88914076
2018-01-15,13564.26,14394.36,13300.0,13942.18,8201.77942137
2018-01-16,13993.05,14026.19,11120.91,11554.53,29872.61275881
2018-01-17,11526.53,11882.75,9222.0,9780.36,43307.50103284
2018-01-18,9780.33,12146.0,9780.32,11788.35,27225.30031542
2018-01-19,11790.0,12050.39,11025.18,11270.01,15596.95478032
2018-01-20,11270.0,13052.12,11161.78,12968.01,10563.17612926
2018-01-21,12961.0,12999.9,11214.4,11514.92,11194.77208615
2018-01-22,11513.68,11910.78,10330.01,10488.78,13958.01851946
2018-01-23,10488.78,11409.87,9927.54,11234.98,19787.82101072
2018-01-24,11207.45,11500.0,10488.13,11047.74,12015.09050974
2018-01-25,11047.66,11741.82,10868.57,11246.98,11067.25707218
2018-01-26,11246.98,11635.0,10263.32,11047.11,15078.57209789
2018-01-27,11037.14,11579.41,10780.18,11444.99,9422.78133051
2018-01-28,11427.02,11989.15,11332.29,11599.99,10625.29169439
2018-01-29,11599.99,11820.01,11037.77,11231.48,9963.10713201
2018-01-30,11231.48,11247.08,9731.2,9950.45,16981.27368294
2018-01-31,9950.42,10324.0,9514.96,9974.52,16503.15904658
2018-02-01,9974.91,10187.56,8820.96,8970.0,20517.08528426
2018-02-02,8970.0,9234.1,7625.25,8580.0,47828.9822222
2018-02-03,8551.19,9443.96,8170.71,9386.72,17968.92903954
2018-02-04,9391.3,9491.2,8189.32,8301.65,14407.72075143
2018-02-05,8301.65,8416.03,6865.66,6877.61,37314.24206479
2018-02-06,6877.61,7486.98,5920.72,7162.31,70503.74449341
2018-02-07,7170.0,8649.0,7160.38,8239.4,43855.539578590004
2018-02-08,8239.4,8644.36,7543.27,8218.66,23954.17499488
2018-02-09,8218.11,8779.62,7753.32,8622.27,20171.2638389
2018-02-10,8622.27,9090.8,8254.0,8322.01,14961.56916425
2018-02-11,8333.19,8589.1,7820.0,8325.22,12932.47914776
2018-02-12,8342.6,8850.0,8026.0,8655.98,13678.48567758
2018-02-13,8676.09,8995.0,8360.13,8570.1,13296.53485743
2018-02-14,8570.24,9380.0,8461.38,9291.01,16132.65630397
2018-02-15,9309.01,10234.0,9188.1,10071.02,20335.6388548
2018-02-16,10087.0,10300.0,9707.51,9959.0,13826.94542588
2018-02-17,9960.8,10870.35,9920.63,10796.14,12768.53903966
2018-02-18,10791.15,11300.0,10153.15,10790.0,19048.32476094
2018-02-19,10791.38,11262.48,10307.51,11102.81,10835.30337153
